Age,Gender,City,Seniority level,Position ,Total years of experience,Yearly salary,Number of vacation days,Main language at work,Company type,Contract,Year
41,Male,Berlin,Senior,DevOps,20,58800,35,German,Bloody enterprise,unlimited,2020
26,Male,Munich,Middle,Backend Developer,5,59000,27,English,Product,unlimited,2019
28,Male,Munich,Senior,Data Scientist,4,59000,30,English,Product,unlimited,2019
26,Male,Munich,Junior,Mobile Developer,1,59000,20,English,Startup,unlimited,2019
34,Male,Berlin,Senior,QA,8,59000,29,English,Product,unlimited,2019
31,Female,Berlin,Middle,Data Scientist,1,59000,30,English,Consulting / Agency,unlimited,2019
29,Male,Berlin,Middle,QA,5,59000,24,English,Startup,unlimited,2019
20,Female,Munich,Junior,Data Scientist,0,59000,26,Deutsch,Product,unlimited,2019
26,Male,Berlin,Middle,Data Scientist,5,59000,26,English,Startup,unlimited,2020
30,Male,Berlin,Middle,ML Engineer,6,59000,28,English,Startup,unlimited,2020
38,Male,Cologne,Senior,Software Engineer,15,59000,30,English,Product,unlimited,2020
31,Male,Helsinki,Middle,Software Engineer,5,59064,30,English,Product,unlimited,2020
32,Female,Berlin,Middle,Frontend Developer,12,59500,30,English,Product,unlimited,2019
32,Male,Berlin,Senior,DevOps,13,60000,24,English,Product,unlimited,2019
31,Male,Berlin,Senior,Backend Developer,8,60000,24,English,Product,unlimited,2019
44,Male,Berlin,Senior,Backend Developer,20,60000,30,Deutsch,Consulting / Agency,unlimited,2019
31,Male,Berlin,Senior,Backend Developer,7,60000,26,English,Product,unlimited,2019
27,Male,Berlin,Senior,Backend Developer,10,60000,25,English,Startup,unlimited,2019
33,Male,Cologne,Senior,Backend Developer,10,60000,30,Deutsch,Startup,unlimited,2019
37,Male,Berlin,Senior,Localization,15,60000,25,English,Product,unlimited,2019
34,Male,Berlin,Senior,Support,9,60000,28,English,Product,unlimited,2019
30,Male,Munich,Senior,Mobile Developer,8,60000,27,English,Product,unlimited,2019
26,Male,Munich,Junior,Fullstack Developer,2,60000,28,English,Product,unlimited,2019
33,Male,Berlin,Senior,Backend Developer,10,60000,25,English,Product,unlimited,2019
25,Male,Berlin,Middle,Business Analyst,4,60000,25,English,Product,unlimited,2019
29,Male,Munich,Senior,QA,6,60000,28,English,Product,unlimited,2019
44,Male,Munich,Middle,Frontend Developer,5,60000,27,Deutsch,Product,unlimited,2019
32,Male,Berlin,Middle,Mobile Developer,5,60000,28,English,Product,unlimited,2019
34,Male,Cologne,Senior,Manager,15,60000,28,English,Consulting / Agency,unlimited,2019
36,Male,Stuttgart,Senior,Mobile Developer,16,60000,30,English,Product,unlimited,2019
36,Male,Munich,Senior,Backend Developer,13,60000,28,English,Product,unlimited,2019
25,Male,Munich,Middle,Mobile Developer,4,60000,30,English,Product,unlimited,2019
29,Male,Munich,Senior,Backend Developer,9,60000,30,English,Product,unlimited,2019
43,Male,Berlin,Senior,Data Engineer,10,60000,24,Russian,Startup,unlimited,2019
34,Male,Berlin,Senior,Embedded Developer,12,60000,25,English,Startup,unlimited,2019
25,Male,Kyiv,Senior,DevOps,4,60000,24,Russian,Product,unlimited,2019
35,Male,Berlin,Senior,Backend Developer,17,60000,24,Russian,Product,unlimited,2019
35,Male,Frankfurt,Senior,Product Manager,13,60000,27,Deutsch,Startup,unlimited,2019
33,Male,Munich,Senior,Embedded Developer,4,60000,30,Deutsch,Consulting / Agency,unlimited,2019
29,Male,Hannover,Middle,Data Scientist,4,60000,30,Deutsch,Product,unlimited,2019
46,Male,Hamburg,Senior,Fullstack Developer,11,60000,30,Deutsch,Product,Temporary contract,2019
28,Male,Munich,Middle,Data Engineer,4,60000,30,English,Consulting / Agency,unlimited,2019
34,Male,Berlin,Senior,Backend Developer,6,60000,24,Deutsch,Product,unlimited,2019
29,Male,Berlin,Middle,Backend Developer,7,60000,24,English,Product,unlimited,2019
25,Male,Berlin,Senior,Frontend Developer,5,60000,25,English,Product,unlimited,2019
27,Male,Berlin,Middle,Frontend Developer,5,60000,30,Deutsch,Product,unlimited,2019
27,Female,Düsseldorf,Junior,Data Scientist,1,60000,30,English,Product,unlimited,2019
30,Male,Berlin,Senior,Fullstack Developer,8,60000,27,English,Product,unlimited,2019
29,Female,Hamburg,Middle,Machine Learning Engineer,4,60000,28,English,Product,unlimited,2019
29,Male,Berlin,Middle,Backend Developer,7,60000,24,English,Others,unlimited,2019
23,Female,Amsterdam,Middle,Backend Developer,3,60000,25,English,Product,Temporary contract,2019
34,Male,Amsterdam,Senior,Frontend Developer,10,60000,25,English,Product,Temporary contract,2019
29,Male,Stockholm,Senior,Backend Developer,6,60000,33,English,Product,unlimited,2019
35,Male,Munich,Middle,Platform Engineer,5,60000,27,English,Product,unlimited,2019
52,Male,Cologne,Senior,Network Engineer,30,60000,30,Deutsch,Consulting / Agency,unlimited,2019
33,Female,Munich,Junior,Data Scientist,3,60000,30,Deutsch,Product,unlimited,2019
43,Male,Hamburg,Middle,support,20,60000,28,English,Startup,unlimited,2019
31,Male,Munich,Senior,Mobile Developer,5,60000,38,English,Product,unlimited,2019
35,Male,Munich,Middle,Frontend Developer,2,60000,30,English,Consulting / Agency,unlimited,2019
37,Male,Stockholm,Senior,Database Developer (DBA),15,60000,25,English,Product,unlimited,2019
34,Female,Berlin,Middle,Backend Developer,5,60000,30,English,Product,unlimited,2019
36,Male,Munich,Middle,DevOps,4,60000,33,English,Product,Temporary contract,2019
27,Male,Berlin,Senior,Backend Developer,8,60000,25,English,Product,unlimited,2020
28,Female,Berlin,Senior,Designer (UI/UX),5,60000,20,English,Product,unlimited,2020
29,Female,Berlin,Senior,QA Engineer,8,60000,28,English,Startup,unlimited,2020
23,Female,Berlin,Middle,Product Manager,3,60000,26,English,Startup,unlimited,2019
26,Female,Munich,Middle,Data Scientist,6,60000,26,English,Product,unlimited,2020
31,Female,Berlin,Middle,Analytics engineer,6,60000,27,English,Startup,unlimited,2020
31,Male,Berlin,Senior,Software Engineer,9,60000,25,English,Startup,unlimited,2020
33,Male,Munich,Senior,QA Engineer,5,60000,30,English,Product,unlimited,2020
32,Male,Munich,Senior,Software Engineer,7,60000,38,English,Product,unlimited,2020
21,Male,Amsterdam,Senior,Data Scientist,3,60000,24,Dutch,Consulting / Agency,unlimited,2019
28,Male,Cologne,Senior,BI Consultant,8,60000,28,English,Consulting / Agency,unlimited,2020
31,Male,Berlin,Senior,Software Engineer,9,60000,25,English,Startup,unlimited,2020
25,Male,Berlin,Middle,Backend Developer,4,60000,24,English,Startup,unlimited,2020
37,Male,Berlin,Junior,Software Engineer,8,60000,28,English,Product,unlimited,2020
27,Male,Munich,Senior,Frontend Developer,4,60000,28,English,Product,unlimited,2020
36,Female,Munich,Middle,Backend Developer,5,60000,28,English,Product,unlimited,2020
33,Female,Berlin,Middle,QA Engineer,6,60000,28,English,Startup,unlimited,2020
32,Female,Berlin,Senior,Product Manager,10,60000,30,English,Consulting / Agency,unlimited,2020
34,Male,Munich,Senior,Designer (UI/UX),11,60000,28,English,Startup,unlimited,2020
32,Male,Stuttgart,Senior,QA Engineer,9,60000,30,German,Consulting / Agency,unlimited,2020
25,Male,Stuttgart,Middle,Backend Developer,4,60000,30,German,Consulting / Agency,unlimited,2020
32,Male,Düsseldorf,Senior,Software Engineer,11,60000,30,English,Consulting / Agency,unlimited,2020
31,Male,Berlin,Senior,QA Engineer,10,60000,28,English,Product,unlimited,2020
34,Male,Leipzig,Senior,Mobile Developer,14,60000,23,English,Consulting / Agency,unlimited,2020
25,Male,Stuttgart,Senior,Backend Developer,7,60000,26,English,Startup,unlimited,2020
24,Male,Berlin,Middle,Backend Developer,5,60000,28,English,Product,unlimited,2019
32,Male,Nürnberg,Senior,Testautomation,8,60000,30,German,Consulting / Agency,unlimited,2020
25,Male,Berlin,Senior,Mobile Developer,7,60000,30,English,Product,unlimited,2019
40,Male,Berlin,Senior,Backend Developer,18,60000,28,English,Product,unlimited,2020
30,Male,Hamburg,Middle,Software Engineer,6,60000,30,English,Product,unlimited,2020
25,Male,Berlin,Senior,Backend Developer,5,60000,24,English,Others,unlimited,2020
28,Male,Munich,Senior,Fullstack engineer,9,60000,28,English,Startup,unlimited,2020
28,Male,Berlin,Senior,Backend Developer,9,60000,25,English,Product,unlimited,2020
28,Female,Berlin,Middle,Software Engineer,3,60000,28,English,Startup,unlimited,2020
27,Female,Berlin,Middle,Backend Developer,3,60000,24,English,Others,unlimited,2020
26,Male,Berlin,Middle,Marketing Analyst,7,60000,27,English,Startup,unlimited,2020
35,Female,Stuttgart ,Middle,QA Manager ,9,60000,30,English,Consulting / Agency,unlimited,2020
37,Male,Stuttgart ,Senior,Software Engineer,9,60000,30,English,Consulting / Agency,unlimited,2020
31,Female,Berlin,Senior,Product Manager,1,60000,20,English,Product,unlimited,2020
28,Male,Berlin,Middle,Software Engineer,6,60000,26,English,E-commerce,unlimited,2020
34,Male,Berlin,Senior,Software Engineer,10,60000,28,English,Product,unlimited,2020
25,Female,Berlin,Middle,Frontend Developer,4,60000,23,English,Startup,unlimited,2020
23,Male,Berlin,Middle,Software Engineer,3,60000,30,English,Product,unlimited,2020
33,Male,Nürnberg,Senior,Software Engineer,9,60000,30,German,Consulting / Agency,unlimited,2020
36,Female,Berlin,Middle,DevOps,1,60000,26,English,Consulting / Agency,unlimited,2020
40,Male,Berlin,Senior,QA Engineer,11,60000,28,German,Product,unlimited,2020
31,Male,Berlin,Senior,Frontend Developer,8,60000,30,English,Product,unlimited,2020
39,Male,Berlin,Senior,Software Engineer,6,60000,25,English,Product,unlimited,2020
28,Male,Berlin,Head,Product Manager,7,60000,28,English,Product,unlimited,2020
31,Male,Frankfurt,Senior,Data Scientist,6,60000,30,English,Consulting / Agency,unlimited,2020
31,Male,Paris,Senior,Mobile Developer,8,60000,30,English,Product,unlimited,2020
28,Male,Berlin,Middle,QA Engineer,5,60000,30,English,Product,unlimited,2020
32,Female,Munich,Middle,QA Engineer,9,60000,30,German,Product,unlimited,2020
30,Male,Berlin,Senior,Software Engineer,8,60000,25,English,Product,unlimited,2020
32,Male,Cologne,Middle,DevOps,7,60000,30,English,Product,unlimited,2020
51,Male,Berlin,Senior,Software Engineer,30,60000,30,German,Consulting / Agency,unlimited,2020
32,Female,Munich,Senior,QA Engineer,8,60000,26,English,Consulting / Agency,unlimited,2020
44,Male,Kyiv,Head,Business Analyst,15,60000,30,English,Consulting / Agency,unlimited,2020
26,Male,Berlin,Middle,Backend Developer,2.5,60000,26,English,Product,unlimited,2020
30,Male,Berlin,Senior,Mobile Developer,8,60000,50,English,Consulting / Agency,Temporary contract,2020
26,Male,Berlin,Middle,Data Scientist,4,60000,27,English,Ecommerce,unlimited,2020
31,Male,Berlin,Senior,Software Engineer,12,60000,27,English,Product,unlimited,2020
31,Male,Nuremberg,Middle,QA Engineer,9,60000,30,English,Product,unlimited,2020
34,Female,Berlin,Senior,QA Engineer,1,60000,28,German,Product,unlimited,2020
24,Male,Berlin,Junior,Software Engineer,2,60000,28,German,Consulting / Agency,unlimited,2020
27,Male,Berlin,Junior,Data Scientist,4,60000,15,English,Consulting / Agency,Temporary contract,2020
29,Female,Berlin,Middle,Software Engineer,4,60000,30,English,Consulting / Agency,unlimited,2020
31,Male,Munich,Middle,Data Scientist,4,60000,27,English,Consulting / Agency,unlimited,2020
35,Male,Berlin,Middle,Data Scientist,15,60000,30,English,Product,Temporary contract,2020
36,Male,Berlin,Middle,Software Engineer,5,60000,26,English,Startup,unlimited,2020
29,Male,Helsinki,Senior,Frontend Developer,10,60000,24,English,Product,unlimited,2020
32,Female,Heidelberg ,Middle,Software Engineer,8,60000,24,English,Product,unlimited,2020
30,Female,Munich,Senior,Frontend Developer,9,60000,28,English,Product,unlimited,2020
30,Male,Heidelberg,Senior,Software Engineer,9,60000,30,English,Research,Temporary contract,2020
30,Male,Heidelberg,Senior,Software Engineer,9,60000,30,English,Research,Temporary contract,2020
34,Female,Hildesheim ,Senior,QA Engineer,11,60000,30,German,Product,unlimited,2020
26,Female,Berlin,Senior,Backend Developer,7,60000,24,English,Product,unlimited,2020
25,Male,Hamburg,Middle,ML Engineer,2,60000,28,German,Product,unlimited,2020
39,Female,Berlin,Junior,Data Scientist,2.5,60000,30,English,corporate incubator,unlimited,2020
30,Female,Berlin,Senior,Software Engineer,7,60000,27,English,Product,unlimited,2020
28,Female,Berlin,Senior,Designer (UI/UX),5,60000,26,English,Consulting / Agency,unlimited,2020
35,Male,Frankfurt,Senior,Software Engineer,10,60000,30,English,Consulting / Agency,unlimited,2020
31,Male,Munich,Middle,DevOps,6,60000,30,English,Consulting / Agency,unlimited,2020
31,Female,Berlin,Middle,Product Manager,4,60000,28,English,Startup,unlimited,2020
26,Male,Stockholm,Middle,ML Engineer,2.5,60000,30,English,Product,unlimited,2020
30,Male,Berlin,Middle,Data Scientist,4.5,60000,24,English,Startup,unlimited,2020
35,Female,Berlin,Senior,Product Manager,5,60000,28,English,Startup,unlimited,2020
33,Female,Munich,Junior,Testmanager,10,60000,30,German,Product,unlimited,2020
33,Male,Berlin,Senior,Researcher/ Consumer Insights Analyst ,10,60000,365,English,Product,unlimited,2020
29,Male,Hamburg,Middle,Backend Developer,7,60350,31,English,Product,unlimited,2020
35,Male,Frankfurt,Middle,QA,9,60500,30,English,Bodyshop / Outsource,unlimited,2019
35,Male,Stuttgart,Senior,Backend Developer,6,60600,30,English,Product,unlimited,2019
30,Male,Berlin,Middle,Backend Developer,3,61000,26,English,Startup,unlimited,2019
31,Female,MA,Senior,"Designer (UI, UX)",10,61000,30,Deutsch,Product,unlimited,2019
28,Male,Berlin,Middle,Machine Learning Engineer,6,61000,28,English,Startup,unlimited,2019
25,Male,Munich,Middle,Backend Developer,6,61000,26,English,Product,unlimited,2019
28,Male,Munich,Senior,Fullstack Developer,9,61000,28,Deutsch,Consulting / Agency,unlimited,2019
21,Male,Hamburg,Senior,Support Engineer,1,61000,28,English,Others,unlimited,2020
32,Female,Berlin,Senior,QA Engineer,10,61000,30,English,Product,unlimited,2020
33,Male,Munich,Senior,Software Engineer,5,61000,30,English,Consulting / Agency,unlimited,2020
28,Male,Munich,Senior,Network Administrator,9,61200,30,English,Automotive,unlimited,2020
25,Male,Berlin,Middle,Software Engineer,6,61500,28,English,Big commercial,unlimited,2020
29,Male,Munich,Middle,Data Scientist,4,61500,30,English,Consulting / Agency,unlimited,2020
34,Male,Cologne,Middle,QA,10,61800,25,Deutsch,Consulting / Agency,unlimited,2019
29,Male,Frankfurt,Senior,Data Scientist,1,61800,28,Deutsch,Consulting / Agency,unlimited,2019
31,Male,Berlin,Middle,Backend Developer,2,62000,30,English,Product,unlimited,2019
45,Female,Frankfurt,Middle,Database Developer (DBA),2,62000,30,Deutsch,Product,Temporary contract,2019
29,Female,Munich,Middle,Data Scientist,4,62000,30,Deutsch,Product,unlimited,2019
30,Male,Munich,Middle,Machine Learning Engineer,2,62000,30,English,Startup,unlimited,2019
28,Male,Berlin,Middle,QA,7,62000,30,English,Bodyshop / Outsource,unlimited,2019
32,Male,Berlin,Senior,Backend Developer,5,62000,28,Deutsch,Consulting / Agency,unlimited,2019
32,Female,Munich,Senior,Backend Developer,8,62000,24,English,Product,unlimited,2019
35,Male,Hamburg,Senior,Backend Developer,10,62000,27,English,Product,unlimited,2019
38,Female,Berlin,Senior,Data Scientist,3,62000,27,English,Startup,unlimited,2019
27,Male,Berlin,Senior,Business Analyst,5,62000,26,English,Consulting / Agency,unlimited,2019
36,Male,Berlin,Senior,Backend Developer,10,62000,30,Deutsch,Product,unlimited,2019
31,Female,Berlin,Middle,Data Scientist,2,62000,31,English,Startup,Temporary contract,2019
28,Male,Amsterdam,Middle,DevOps,6,62000,28,English,Startup,Temporary contract,2019
30,Female,Amsterdam,Middle,Backend Developer,7,62000,25,English,Startup,unlimited,2019
35,Male,Eindhoven ,Senior,Frontend Developer,10,62000,28,English,Bodyshop / Outsource,unlimited,2019
27,Male,Amsterdam,Middle,Backend Developer,4,62000,24,English,Product,Temporary contract,2019
32,Male,Düsseldorf,Senior,Data Engineer,7,62000,30,English,Product,unlimited,2019
26,Male,Munich,Middle,Backend Developer,6,62000,30,Deutsch,Consulting / Agency,unlimited,2019
33,Female,Berlin,Senior,Backend Developer,6,62000,26,English,Product,unlimited,2019
36,Male,Berlin,Senior,Backend Developer,15,62000,24,English,Product,unlimited,2019
23,Female,Munich,Middle,QA,5,62000,26,English,Product,unlimited,2019
22,Male,Berlin,Senior,Backend Developer,4,62000,25,English,Startup,Temporary contract,2019
28,Male,Berlin,Middle,Data Analyst,3,62000,27,English,Product,Temporary contract,2019
33,Male,Amsterdam,Middle,Fullstack Developer,4,62000,25,English,Product,Temporary contract,2019
30,Male,Berlin,Senior,Software Engineer,10,62000,30,German,Others,unlimited,2020
37,Male,Berlin,Senior,Backend Developer,17,62000,29,English,Product,unlimited,2020
32,Male,Munich,Senior,Frontend Developer,7,62000,30,German,Consulting / Agency,unlimited,2020
38,Female,Munich,Middle,QA Engineer,6,62000,26,English,Product,unlimited,2020
25,Male,Munich,Middle,Software Engineer,3,62000,30,English,Product,unlimited,2020
37,Male,Munich,Senior,Backend Developer,12,62000,28,English,Product,unlimited,2020
37,Male,Berlin,Middle,Product Manager,6,62000,30,German,Product,unlimited,2020
36,Female,Erlangen,Middle,Project Manager,14,62000,30,English,Product,unlimited,2020
33,Male,Berlin,Senior,Software Engineer,7,62000,30,English,Consulting / Agency,unlimited,2020
33,Male,Berlin,Middle,ML Engineer,10,62000,28,English,Startup,unlimited,2020
25,Female,Munich,Middle,Product Manager,3,62000,30,English,Product,unlimited,2020
29,Male,Berlin,Senior,QA Engineer,9,62000,28,English,Startup,unlimited,2020
34,Male,Berlin,Middle,DevOps,6,62000,28,German,Media,unlimited,2020
27,Male,Amsterdam,Middle,ML Engineer,4,62000,25,English,Product,unlimited,2020
38,Male,Dresden,Lead,Software Engineer,10,62000,30,German,Product,unlimited,2020
31,Male,Berlin,Junior,ML Engineer,4,62000,30,German,Product,unlimited,2020
33,Male,Berlin,Middle,Data Analyst,2,62000,30,English,Product,unlimited,2020
37,Female,Berlin,Middle,Data Scientist,2,62000,30,German,Publisher,unlimited,2020
32,Male,Berlin,Middle,DevOps,10,62000,30,English,Product,unlimited,2020
32,Male,Paris,Senior,DevOps,12,62000,24,English,Others,unlimited,2020
31,Male,Munich,Middle,DevOps,8,62000,27,English,Product,unlimited,2020
32,Male,Innsbruck,Senior,Data Scientist,3,62000,25,English,Product,unlimited,2020
28,Male,Berlin,Middle,Frontend Developer,7,62000,26,English,Product,unlimited,2020
39,Male,Siegen,Senior,Software Engineer,16,62400,30,Russian,Product,unlimited,2020
28,Male,Munich,Middle,Business Analyst,7,62500,30,English,Product,Temporary contract,2019
43,Male,Kaiserslautern,Middle,Data Scientist,3,62500,30,English,University,Temporary contract,2019
36,Male,Stuttgart,Lead,Mobile Developer,16,62500,32,English,Product,unlimited,2020
30,Male,Berlin,Senior,Backend Developer,6,63000,24,English,Product,unlimited,2019
27,Male,Berlin,Middle,Fullstack Developer,7,63000,28,English,Startup,unlimited,2019
33,Male,Berlin,Senior,QA,8,63000,30,English,Product,unlimited,2019
33,Male,Munich,Senior,Fullstack Developer,8,63000,30,English,Product,unlimited,2019
27,Male,Berlin,Senior,QA,7,63000,30,English,Startup,unlimited,2019
24,Male,Berlin,Senior,Frontend Developer,5,63000,25,English,Product,unlimited,2019
33,Male,Berlin,Senior,Data Engineer,3,63000,30,English,Product,unlimited,2019
39,Male,Berlin,Senior,Data Engineer,3,63000,26,English,Startup,unlimited,2019
42,Male,Munich,Middle,DevOps,7,63000,30,English,Product,unlimited,2019
28,Male,Munich,Senior,Fullstack Developer,3,63000,30,English,Product,unlimited,2019
29,Male,Munich,Middle,Data Scientist,2,63000,27,Deutsch,Product,unlimited,2019
30,Female,Berlin,Senior,Business Analyst,6,63000,28,English,Product,unlimited,2019
42,Male,Munich,Senior,Fullstack Developer,20,63000,30,Deutsch,Product,unlimited,2019
39,Male,Munich,Senior,Frontend Developer,20,63000,30,English,Product,unlimited,2019
32,Female,Berlin,Senior,QA,13,63000,30,English,Startup,unlimited,2019
32,Male,Frankfurt,Middle,Fullstack Developer,5,63000,30,Deutsch,Consulting / Agency,unlimited,2019
27,Male,Berlin,Middle,Software Engineer,8,63000,24,English,Product,unlimited,2020
33,Male,Berlin,Middle,Mobile Developer,6,63000,28,English,Product,unlimited,2020
30,Male,Rosenheim,Middle,Software Engineer,9,63000,30,German,Product,unlimited,2020
26,Male,Berlin,Middle,Software Engineer,5,63000,28,English,Product,unlimited,2020
32,Female,Berlin,Senior,Mobile Developer,7,63000,26,English,Product,unlimited,2020
22,Male,Berlin,Middle,Presales Engineer ,4,63000,30,English,Startup,unlimited,2020
31,Male,Munich,Middle,Software Engineer,3,63000,30,German,Product,unlimited,2020
35,Male,Frankfurt,Senior,Backend Developer,15,63000,30,German,Product,unlimited,2020
27,Female,Berlin,Middle,Data Analyst ,1,63000,27,English,Product,unlimited,2020
35,Male,Berlin,Senior,QA Engineer,12,63000,30,English,Product,unlimited,2020
36,Male,Hamburg,Middle,Data Scientist,2,63000,30,English,Product,unlimited,2020
32,Female,Berlin,Middle,Software Engineer,2,63000,27,English,Product,unlimited,2020
27,Male,Munich,Middle,Software Engineer,7,63000,30,English,Consulting / Agency,unlimited,2020
34,Male,Berlin,Middle,Frontend Developer,6,63000,25,English,Startup,unlimited,2020
28,Male,Munich,Middle,Software Engineer,7,63000,30,English,Product,unlimited,2020
33,Female,Berlin,Middle,QA,5,63400,28,English,Product,unlimited,2019
26,Male,Munich,Senior,Product Manager,7,63500,24,English,Product,unlimited,2019
35,Male,Berlin,Senior,Support Engineer,10,63500,28,English,Product,unlimited,2020
30,Male,Berlin,Senior,DevOps,8,63600,32,English,Product,unlimited,2019
34,Male,Berlin,Senior,Manager,2,63600,45,Deutsch,Product,unlimited,2019
26,Male,Limassol,Senior,QA,7,63600,21,Russian,Product,Temporary contract,2019
34,Male,Berlin,Senior,Manager,2,63600,45,Deutsch,Product,unlimited,2019
25,Male,Berlin,Middle,Software Engineer,6,63700,29,English,e-commerce,unlimited,2020
33,Male,Berlin,Senior,Fullstack Developer,13,64000,29,English,Startup,unlimited,2019
31,Male,Berlin,Senior,Fullstack Developer,9,64000,30,English,Startup,unlimited,2019
42,Male,Munich,Middle,Fullstack Developer,16,64000,31,Deutsch,Consulting / Agency,unlimited,2019
34,Male,Munich,Senior,QA,12,64000,30,Deutsch,Product,unlimited,2019
32,Male,Munich,Middle,Backend Developer,12,64000,24,English,Startup,Temporary contract,2019
32,Female,Berlin,Senior,Backend Developer,13,64000,27,English,Startup,unlimited,2019
35,Female,Amsterdam,Senior,Backend Developer,13,64000,22.5,English,Product,unlimited,2019
35,Male,Munich,Senior,Manager,16,64000,29,English,Consulting / Agency,Temporary contract,2019
36,Male,Munich,Senior,Manager,16,64000,29,English,Consulting / Agency,Temporary contract,2019
29,Male,Berlin,Senior,Software Engineer,7,64000,30,English,Startup,unlimited,2020
43,Male,Berlin,Middle,Backend Developer,5,64000,28,English,Product,unlimited,2020
39,Male,Munich,Senior,DBA,17,64000,28,English,Product,unlimited,2020
27,Female,Munich,Middle,Frontend Developer,2,64000,28,English,Startup,unlimited,2020
28,Male,Munich,Middle,Software Engineer,6,64000,30,English,Product,unlimited,2020
29,Male,Helsinki,Senior,Mobile Developer,7,64000,30,English,Consulting / Agency,unlimited,2020
36,Male,Frankfurt,Senior,QA Engineer,9,64000,30,English,Consulting / Agency,unlimited,2020
38,Male,Berlin,Senior,Backend Developer,8,64000,30,German,Product,unlimited,2020
24,Male,Sofia,Senior,ML Engineer,5,64000,20,English,Startup,unlimited,2020
26,Female,Prague,Middle,Software Engineer,4,64000,25,"Russian, English",Product,unlimited,2020
28,Female,Berlin,Senior,Frontend Developer,5,64000,28,English,Product,unlimited,2020
39,Male,Berlin,Middle,Backend Developer,9,64800,25,English,Consulting / Agency,unlimited,2019
29,Male,Karlsruhe,Senior,DevOps,6,64800,30,English,Startup,unlimited,2020
29,Male,Berlin,Senior,Mobile Developer,7,65000,26,English,Product,unlimited,2019
31,Male,Berlin,Senior,Backend Developer,8,65000,26,English,Product,Temporary contract,2019
26,Male,Berlin,Middle,Backend Developer,6,65000,24,English,Startup,unlimited,2019
36,Male,Berlin,Senior,Backend Developer,11,65000,28,English,Product,unlimited,2019
37,Male,Berlin,Senior,Data Engineer,16,65000,28,English,Product,unlimited,2019
32,Male,Berlin,Senior,Backend Developer,11,65000,26,English,Product,unlimited,2019
26,Male,Munich,Middle,QA,6,65000,30,English,Product,unlimited,2019
47,Male,Berlin,Senior,Embedded Developer,20,65000,30,English,Bodyshop / Outsource,unlimited,2019
36,Male,Berlin,Middle,DevOps,10,65000,28,English,Product,unlimited,2019
31,Male,Berlin,Senior,Fullstack Developer,10,65000,24,English,Startup,unlimited,2019
33,Male,Munich,Senior,Backend Developer,7,65000,28,English,Product,unlimited,2019
25,Male,Frankfurt,Senior,Backend Developer,6,65000,30,English,Product,unlimited,2019
28,Male,Berlin,Senior,Backend Developer,7,65000,25,English,Startup,unlimited,2019
29,Male,Cologne,Senior,Fullstack Developer,4,65000,30,Deutsch,Product,unlimited,2019
32,Male,Berlin,Senior,Backend Developer,12,65000,28,Russian,Product,unlimited,2019
31,Male,Frankfurt,Middle,System Administrator,10,65000,25,English,Product,Temporary contract,2019
32,Male,Berlin,Senior,QA,13,65000,24,English,Product,unlimited,2019
31,Male,Munich,Senior,Mobile Developer,8,65000,24,English,Startup,unlimited,2019
32,Male,Munich,Senior,Backend Developer,5,65000,30,English,Product,unlimited,2019
29,Female,Munich,Middle,Mobile Developer,8,65000,30,English,Product,unlimited,2019
35,Male,Düsseldorf,Senior,DevOps,15,65000,30,Deutsch,Consulting / Agency,unlimited,2019
24,Male,Berlin,Middle,Backend Developer,4,65000,26,English,Product,unlimited,2019
35,Male,Berlin,Senior,Backend Developer,16,65000,24,English,Product,unlimited,2019
29,Male,Kyiv,Senior,DevOps,8,65000,21,Russian,Product,unlimited,2019
23,Male,Berlin,Senior,Frontend Developer,5,65000,22,English,Product,unlimited,2019
29,Male,Munich,Middle,Frontend Developer,8,65000,30,English,Product,unlimited,2019
44,Male,Berlin,Senior,Frontend Developer,5,65000,24,English,Product,unlimited,2019
26,Male,Frankfurt,Middle,Manager,5,65000,37,English,Others,unlimited,2019
37,Male,Berlin,Middle,QA,6,65000,24,English,Product,Temporary contract,2019
28,Male,Hamburg,Middle,Machine Learning Engineer,4,65000,30,English,Consulting / Agency,unlimited,2019
38,Male,Berlin,Senior,NLP Engineer,4,65000,26,English,Startup,unlimited,2019
29,Male,Amsterdam,Senior,Backend Developer,4,65000,27,Russian,Product,unlimited,2019
34,Male,Hamburg,Middle,Backend Developer,10,65000,29,English,Product,unlimited,2019
34,Female,Berlin,Middle,Data Scientist,2,65000,30,English,Consulting / Agency,unlimited,2019
30,Female,Berlin,Middle,Data Scientist,5,65000,30,English,Product,Temporary contract,2019
35,Male,Berlin,Senior,Mobile Developer,8,65000,24,Deutsch,Product,unlimited,2019
45,Female,Berlin,Senior,QA,15,65000,30,English,Startup,unlimited,2019
33,Female,Hamburg,Senior,QA,12,65000,30,English,Product,unlimited,2019
34,Male,Lingen,Senior,Mobile Developer,8,65000,24,Deutsch,Product,unlimited,2019
31,Male,Berlin,Senior,Fullstack Developer,9,65000,26,English,Product,Temporary contract,2019
48,Male,Berlin,Senior,Backend Developer,15,65000,29,Deutsch,Bodyshop / Outsource,unlimited,2019
34,Male,Berlin,Middle,Product Manager,6,65000,27,English,Product,unlimited,2019
33,Male,Berlin,Middle,Product Manager,4,65000,27,English,Startup,unlimited,2019
30,Male,Berlin,Senior,Backend Developer,8,65000,27,Deutsch,Startup,unlimited,2019
